permit_number,issue_date,full_address,source_file,latitude,longitude,geocoded_address,geocode_status
BLDC-2024-037293,8/16/2024,"1 HARRISON ST SE, LEESBURG, VA 20175",permits_2024_08.pdf,39.1138069,-77.5619677,"1 Harrison St SE, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-028122,8/16/2024,"21463 CHUDLEIGH FARM LN, ALDIE, VA 20105",permits_2024_08.pdf,39.0190218,-77.6436265,"21463 Chudleigh Farm Ln, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-029559,8/16/2024,"22564 SAM FRED RD, MIDDLEBURG, VA 20117",permits_2024_08.pdf,38.99290999999999,-77.7064283,"22564 Sam Fred Rd, Middleburg, VA 20117, USA",SUCCESS
BLDR-2024-029699,8/16/2024,"38872 AVERY OAKS LN, HAMILTON, VA 20158",permits_2024_08.pdf,39.149644,-77.65878200000002,"38872 Avery Oaks Ln, Hamilton, VA 20158, USA",SUCCESS
BLDR-2024-033121,8/16/2024,"38455 BROADOAK PL, HAMILTON, VA 20158",permits_2024_08.pdf,39.1425884,-77.6724699,"38455 Broadoak Pl, Hamilton, VA 20158, USA",SUCCESS
BLDR-2024-034573,8/16/2024,"135 SENECA RIDGE DR, STERLING, VA 20164",permits_2024_08.pdf,39.0330781,-77.3701036,"135 Seneca Ridge Dr, Sterling, VA 20164, USA",SUCCESS
BLDR-2024-035178,8/16/2024,"24201 STATESBORO PL, ASHBURN, VA 20148",permits_2024_08.pdf,38.9488122,-77.5621353,"24201 Statesboro Pl, Ashburn, VA 20148, USA",SUCCESS
BLDR-2024-035328,8/16/2024,"19078 PARALLEL BLUFFS CT, LEESBURG, VA 20176",permits_2024_08.pdf,39.0884851,-77.5041591,"19078 Parallel Bluffs Ct, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-036184,8/16/2024,"39576 DELLAMANNA LN, LOVETTSVILLE, VA 20180",permits_2024_08.pdf,39.29946899999999,-77.62568440000001,"39576 Dellamanna Ln, Lovettsville, VA 20180, USA",SUCCESS
BLDR-2024-036195,8/16/2024,"606 ROCKBRIDGE DR SE, LEESBURG, VA 20175",permits_2024_08.pdf,39.1038288,-77.5537859,"606 Rockbridge Dr SE, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-040924,8/16/2024,"22921 MONTJOY CT, LEESBURG, VA 20175",permits_2024_08.pdf,38.983362,-77.6078232,"22921 Montjoy Ct, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-043052,8/16/2024,"707 EMERALD HILL DR NE, LEESBURG, VA 20176",permits_2024_08.pdf,39.0977535,-77.5184034,"707 Emerald Hill Dr NE, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-043058,8/16/2024,"552 SPARKLEBERRY TER NE, LEESBURG, VA 20176",permits_2024_08.pdf,39.102811,-77.5302545,"552 Sparkleberry Terrace NE, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-043814,8/16/2024,"24 COOPER RUN ST, LOVETTSVILLE, VA 20180",permits_2024_08.pdf,39.2806188,-77.64131069999999,"24 Cooper Run St, Lovettsville, VA 20180, USA",SUCCESS
BLDC-2024-035815,8/18/2024,"1021A EDWARDS FERRY RD NE, LEESBURG, VA 20176",permits_2024_08.pdf,39.1116126,-77.53587739999999,"1021 Edwards Ferry Rd NE, Leesburg, VA 20176, USA",SUCCESS
BLDC-2024-008780,8/19/2024,"21826 PACIFIC BLVD, STERLING, VA 20166",permits_2024_08.pdf,39.0126096,-77.43684979999999,"21826 Pacific Blvd, Sterling, VA 20166, USA",SUCCESS
BLDC-2024-032576,8/19/2024,"44760 GIGABIT PLZ, ASHBURN, VA 20147",permits_2024_08.pdf,39.0197398,-77.47234279999999,"44760 Gigabit Plz, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-039309,8/19/2024,"43736 CLUBBER LN, CHANTILLY, VA 20152",permits_2024_08.pdf,38.9158359,-77.4923238,"43736 Clubber Ln, Chantilly, VA 20152, USA",SUCCESS
BLDC-2024-039310,8/19/2024,"45110 LOUDOUN DOWNS LN, STERLING, VA 20166",permits_2024_08.pdf,38.9911518,-77.44136619999999,"45110 Loudoun Downs Ln, Sterling, VA 20166, USA",SUCCESS
BLDC-2024-039313,8/19/2024,"45950 PATHFINDER PLZ, STERLING, VA 20164",permits_2024_08.pdf,38.9869039,-77.4104756,"45950 Pathfinder Plz, Sterling, VA 20164, USA",SUCCESS
BLDC-2024-039319,8/19/2024,"43831 DEVIN SHAFRON DR, ASHBURN, VA 20147",permits_2024_08.pdf,39.0027376,-77.4853845,"43831 Devin Shafron Dr, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-039320,8/19/2024,"22630 DULLES SUMMIT CT, STERLING, VA 20166",permits_2024_08.pdf,38.9887204,-77.44766299999999,"22630 Dulles Summit Ct, Sterling, VA 20166, USA",SUCCESS
BLDR-2024-005964,8/19/2024,"506 SHERRY ANN CT SE, LEESBURG, VA 20175",permits_2024_08.pdf,39.0875989,-77.5364824,"506 Sherry Ann Ct, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-024026,8/19/2024,"43388 BURKE DALE ST, CHANTILLY, VA 20152",permits_2024_08.pdf,38.9031107,-77.4991898,"43388 Burke Dale St, Chantilly, VA 20152, USA",SUCCESS
BLDR-2024-029696,8/19/2024,"14150 COURTNEY MEADOW PL, LEESBURG, VA 20176",permits_2024_08.pdf,39.224718,-77.586254,"14150 Courtney Meadow Pl, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-037391,8/19/2024,"43809 TIMBERBROOKE PL, ASHBURN, VA 20147",permits_2024_08.pdf,39.0337776,-77.4852258,"43809 Timberbrooke Pl, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-037497,8/19/2024,"35471 TROON CT, ROUND HILL, VA 20141",permits_2024_08.pdf,39.1224685,-77.77727999999999,"35471 Troon Ct, Round Hill, VA 20141, USA",SUCCESS
BLDR-2024-039675,8/19/2024,"16486 PURCELLVILLE RD, PURCELLVILLE, VA 20132",permits_2024_08.pdf,39.1616691,-77.7116511,"16486 Purcellville Rd, Purcellville, VA 20132, USA",SUCCESS
BLDR-2024-041265,8/19/2024,"40373 WINDYHILL FARMS DR, ALDIE, VA 20105",permits_2024_08.pdf,38.9576944,-77.60717679999999,"40373 Windyhill Farms Dr, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-042321,8/19/2024,"19373 BLACK OAK RD, PURCELLVILLE, VA 20132",permits_2024_08.pdf,39.0862098,-77.7760964,"19373 Black Oak Rd, Purcellville, VA 20132, USA",SUCCESS
BLDR-2024-042335,8/19/2024,"15079 LYNNFORD CT, WATERFORD, VA 20197",permits_2024_08.pdf,39.1993225,-77.6578629,"15079 Lynnford Ct, Waterford, VA 20197, USA",SUCCESS
BLDC-2024-038288,8/20/2024,"62 PLAZA ST NE, LEESBURG, VA 20176",permits_2024_08.pdf,39.1097998,-77.548373,"62 Plaza St NE, Leesburg, VA 20176, USA",SUCCESS
BLDC-2024-039314,8/20/2024,"45111 LOUDOUN DOWNS LN, STERLING, VA 20166",permits_2024_08.pdf,38.9914453,-77.44129889999999,"45111 Loudoun Downs Ln, Sterling, VA 20166, USA",SUCCESS
BLDR-2024-030950,8/20/2024,"24146 THURSO SQ, STERLING, VA 20166",permits_2024_08.pdf,38.9493886,-77.5329861,"24146 Thurso Sq, Sterling, VA 20166, USA",SUCCESS
BLDR-2024-032159,8/20/2024,"38177 BRITAIN RD, LOVETTSVILLE, VA 20180",permits_2024_08.pdf,39.2497657,-77.68165909999999,"38177 Britain Rd, Lovettsville, VA 20180, USA",SUCCESS
BLDR-2024-032282,8/20/2024,"20114 AIRMONT RD, ROUND HILL, VA 20141",permits_2024_08.pdf,39.0627199,-77.7945099,"20114 Airmont Rd, Round Hill, VA 20141, USA",SUCCESS
BLDR-2024-032459,8/20/2024,"41105 HAYBINE LN, ALDIE, VA 20105",permits_2024_08.pdf,38.9088225,-77.5813968,"41105 Haybine Ln, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-032672,8/20/2024,"38492 TITNORE CT, HAMILTON, VA 20158",permits_2024_08.pdf,39.1594711,-77.6712174,"38492 Titnore Ct, Hamilton, VA 20158, USA",SUCCESS
BLDR-2024-034241,8/20/2024,"25183 METHLEY PLUM PL, ALDIE, VA 20105",permits_2024_08.pdf,38.9200708,-77.5989764,"25183 Methley Plum Pl, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-034471,8/20/2024,"40444 LENAH RUN CIR, ALDIE, VA 20105",permits_2024_08.pdf,38.9476722,-77.5893423,"40444 Lenah Run Cir, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-035179,8/20/2024,"46881 DUCKSPRINGS WAY, STERLING, VA 20164",permits_2024_08.pdf,39.0285609,-77.37765499999999,"46881 Ducksprings Way, Sterling, VA 20164, USA",SUCCESS
BLDR-2024-035180,8/20/2024,"23294 VIRGINIA RAE CT, ASHBURN, VA 20148",permits_2024_08.pdf,38.9723882,-77.53509799999999,"23294 Virginia Rae Ct, Ashburn, VA 20148, USA",SUCCESS
BLDR-2024-038589,8/20/2024,"23682 KENNEWICK VALLEY CT, ALDIE, VA 20105",permits_2024_08.pdf,38.962087,-77.584283,"23682 Kennewick Vly Ct, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-038637,8/20/2024,"43228 BROXTON TER, ASHBURN, VA 20148",permits_2024_08.pdf,39.011472,-77.5063169,"43228 Broxton Terrace, Broadlands, VA 20148, USA",SUCCESS
BLDR-2024-038746,8/20/2024,"3 PHILLIPS DR NW, LEESBURG, VA 20176",permits_2024_08.pdf,39.1206405,-77.58012699999999,"3 Phillips Dr, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-042364,8/20/2024,"20067 BONNIE CT, ASHBURN, VA 20147",permits_2024_08.pdf,39.0609328,-77.4557916,"20067 Bonnie Ct, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-042537,8/20/2024,"40828 GRENATA PRESERVE PL, LEESBURG, VA 20175",permits_2024_08.pdf,39.0724085,-77.5875887,"40828 Grenata Preserve Pl, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-042876,8/20/2024,"43766 CRANE CT, ASHBURN, VA 20147",permits_2024_08.pdf,39.0184217,-77.4864523,"43766 Crane Ct, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-031666,8/21/2024,"506 SHAW RD Unit: 304, STERLING, VA 20166",permits_2024_08.pdf,38.9883841,-77.4258215,"506 Shaw Rd Suite 304, Sterling, VA 20166, USA",SUCCESS
BLDC-2024-039312,8/21/2024,"42949 FADELEY LN, STERLING, VA 20166",permits_2024_08.pdf,38.9492565,-77.5198092,"42949 Fadeley Ln, Dulles, VA 20166, USA",SUCCESS
BLDC-2024-039317,8/21/2024,"45295 W SEVERN WAY, STERLING, VA 20166",permits_2024_08.pdf,39.0205552,-77.4352483,"45295 W Severn Way, Sterling, VA 20166, USA",SUCCESS
BLDC-2024-040020,8/21/2024,"45130 VANTAGE DATA PLZ, STERLING, VA 20166",permits_2024_08.pdf,39.002829,-77.44024619999999,"45130 Vantage Data Plz, Sterling, VA 20166, USA",SUCCESS
BLDR-2024-026491,8/21/2024,"41228 GRENATA PRESERVE PL, LEESBURG, VA 20175",permits_2024_08.pdf,39.073758,-77.57609099999999,"41228 Grenata Preserve Pl, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-037837,8/21/2024,"22169 STABLEHOUSE DR, STERLING, VA 20164",permits_2024_08.pdf,39.0051538,-77.4240676,"22169 Stablehouse Dr, Sterling, VA 20164, USA",SUCCESS
BLDR-2024-039665,8/21/2024,"25446 ELM TER, ALDIE, VA 20105",permits_2024_08.pdf,38.9136348,-77.558245,"25446 Elm Terrace, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-039859,8/21/2024,"23316 HASTINGS RIDGE CT, ALDIE, VA 20105",permits_2024_08.pdf,38.9699173,-77.5721568,"23316 Hastings Rdg Ct, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-040248,8/21/2024,"702 SENTINEL DR NE, LEESBURG, VA 20176",permits_2024_08.pdf,39.0959175,-77.5189735,"702 Sentinel Dr NE, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-041806,8/21/2024,"36465 LEITH LN, MIDDLEBURG, VA 20117",permits_2024_08.pdf,39.0238549,-77.7439808,"36465 Leith Ln, Middleburg, VA 20117, USA",SUCCESS
BLDR-2024-041845,8/21/2024,"24943 DAHLIA MANOR PL, ALDIE, VA 20105",permits_2024_08.pdf,38.9289317,-77.6012794,"24943 Dahlia Manor Pl, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-042521,8/21/2024,"41899 DIAMONDLEAF TER, ALDIE, VA 20105",permits_2024_08.pdf,38.9201677,-77.5544177,"41899 Diamondleaf Terrace, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-042691,8/21/2024,"43086 NORTHLAKE BLVD, LEESBURG, VA 20176",permits_2024_08.pdf,39.1058429,-77.51035929999999,"43086 Northlake Blvd, Leesburg, VA 20176, USA",SUCCESS
BLDC-2024-033017,8/22/2024,"44714 BRIMFIELD DR, ASHBURN, VA 20147",permits_2024_08.pdf,39.0508397,-77.4533551,"44714 Brimfield Dr, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-036574,8/22/2024,"1044 INFERNO TER SE, LEESBURG, VA 20175",permits_2024_08.pdf,39.09634,-77.5396595,"1044 Inferno Ter SE, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-010170,8/22/2024,"21595 CHUDLEIGH FARM LN, ALDIE, VA 20105",permits_2024_08.pdf,39.0169249,-77.6428448,"21595 Chudleigh Farm Ln, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-016682,8/22/2024,"35306 CARNOUSTIE CIR, ROUND HILL, VA 20141",permits_2024_08.pdf,39.120813,-77.78396099999999,"35306 Carnoustie Cir, Round Hill, VA 20141, USA",SUCCESS
BLDR-2024-030947,8/22/2024,"24148 THURSO SQ, STERLING, VA 20166",permits_2024_08.pdf,38.9493337,-77.53298319999999,"24148 Thurso Sq, Sterling, VA 20166, USA",SUCCESS
BLDR-2024-030953,8/22/2024,"24144 THURSO SQ, STERLING, VA 20166",permits_2024_08.pdf,38.9494524,-77.5329896,"24144 Thurso Sq, Sterling, VA 20166, USA",SUCCESS
BLDR-2024-031728,8/22/2024,"22771 MELROSE FARM LN, MIDDLEBURG, VA 20117",permits_2024_08.pdf,38.989011,-77.7675675,"22771 Melrose Farm Ln, Middleburg, VA 20117, USA",SUCCESS
BLDR-2024-031907,8/22/2024,"40552 ALDIE SPRINGS DR, ALDIE, VA 20105",permits_2024_08.pdf,38.9417297,-77.59947609999999,"40552 Aldie Springs Dr, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-032191,8/22/2024,"41541 DOGWOOD PARK CIR, ALDIE, VA 20105",permits_2024_08.pdf,38.9690924,-77.5663436,"41541 Dogwood Park Circle, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-032232,8/22/2024,"15950 BRIDLEPATH LN, PAEONIAN SPRINGS, VA 20129",permits_2024_08.pdf,39.1745723,-77.59678,"15950 Bridlepath Ln, Paeonian Springs, VA 20129, USA",SUCCESS
BLDR-2024-032343,8/22/2024,"41251 MAYFIELD FALLS DR, ALDIE, VA 20105",permits_2024_08.pdf,38.9590773,-77.5765993,"41251 Mayfield Fls Dr, Stone Ridge, VA 20105, USA",SUCCESS
BLDR-2024-033129,8/22/2024,"21041 WILLOWBROOK DR, ASHBURN, VA 20147",permits_2024_08.pdf,39.03418560000001,-77.5091255,"21041 Willowbrook Dr, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-035962,8/22/2024,"1205 E LEE RD, STERLING, VA 20164",permits_2024_08.pdf,38.9948721,-77.39616099999999,"1205 E Lee Rd, Sterling, VA 20164, USA",SUCCESS
BLDR-2024-036992,8/22/2024,"40924 ARCADIAN POND CT, ALDIE, VA 20105",permits_2024_08.pdf,38.9354444,-77.5880069,"40924 Arcadian Pond Ct, Stone Ridge, VA 20105, USA",SUCCESS
BLDR-2024-037045,8/22/2024,"24149 THURSO SQ, STERLING, VA 20166",permits_2024_08.pdf,38.9492802,-77.5334448,"24149 Thurso Sq, Sterling, VA 20166, USA",SUCCESS
BLDR-2024-037152,8/22/2024,"14550 NINA CT, WATERFORD, VA 20197",permits_2024_08.pdf,39.2137356,-77.6470408,"14550 Nina Ct, Waterford, VA 20197, USA",SUCCESS
BLDR-2024-037576,8/22/2024,"43114 HUNTERS GREEN SQ, ASHBURN, VA 20148",permits_2024_08.pdf,39.023271,-77.511017,"43114 Hunters Green Square, Broadlands, VA 20148, USA",SUCCESS
BLDR-2024-039517,8/22/2024,"24064 HUNTERS TRAIL LN, ALDIE, VA 20105",permits_2024_08.pdf,38.9518505,-77.61890249999999,"24064 Hunters Trail Ln, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-039876,8/22/2024,"43700 RALEIGH PL, ASHBURN, VA 20147",permits_2024_08.pdf,39.04995640000001,-77.4891615,"43700 Raleigh Pl, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-039892,8/22/2024,"243 W MARKET ST, LEESBURG, VA 20176",permits_2024_08.pdf,39.1168026,-77.57023269999999,"243 W Market St, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-040587,8/22/2024,"20705 DEERFIELD RUN LN, LEESBURG, VA 20175",permits_2024_08.pdf,39.046319,-77.56742899999999,"20705 Deerfield Run Ln, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-040898,8/22/2024,"304 SWAN POINT CT, PURCELLVILLE, VA 20132",permits_2024_08.pdf,39.121506,-77.715975,"304 Swan Point Ct, Purcellville, VA 20132, USA",SUCCESS
BLDR-2024-041679,8/22/2024,"40989 INDIGO PL, LEESBURG, VA 20175",permits_2024_08.pdf,38.9952402,-77.586024,"40989 Indigo Pl, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-041738,8/22/2024,"23625 HARTLAND KNOLL CT, ALDIE, VA 20105",permits_2024_08.pdf,38.9645042,-77.578015,"23625 Hartland Knl Ct, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-041889,8/22/2024,"41352 LAVENDER BREEZE CIR, ALDIE, VA 20105",permits_2024_08.pdf,38.9437212,-77.5817485,"41352 Lavender Breeze Cir, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-043034,8/22/2024,"22006 JAMES MONROE HWY, ALDIE, VA 20105",permits_2024_08.pdf,39.0085027,-77.6125982,"22006 James Monroe Hwy, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-044055,8/22/2024,"23423 PERRY KNOLL CT, ALDIE, VA 20105",permits_2024_08.pdf,38.9692775,-77.58588329999999,"23423 Perry Knl Ct, Aldie, VA 20105, USA",SUCCESS
BLDC-2024-036948,8/23/2024,"42704 CATTAIL CREEK DR, LEESBURG, VA 20176",permits_2024_08.pdf,39.108044,-77.52365900000001,"42704 Cattail Crk Dr, Leesburg, VA 20176, USA",SUCCESS
BLDC-2024-036949,8/23/2024,"42718 CANNON CHAPEL DR, LEESBURG, VA 20176",permits_2024_08.pdf,39.108028,-77.52460900000001,"42718 Cannon Chapel Dr, Leesburg, VA 20176, USA",SUCCESS
BLDR-2024-033605,8/23/2024,"21239 RAVENWOOD CT, STERLING, VA 20165",permits_2024_08.pdf,39.02755399999999,-77.3656793,"21239 Ravenwood Ct, Sterling, VA 20165, USA",SUCCESS
BLDR-2024-034391,8/23/2024,"22480 AMORI LN, LEESBURG, VA 20175",permits_2024_08.pdf,38.9956372,-77.5842898,"22480 Amori Ln, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-035577,8/23/2024,"35763 CODY FARM DR, ROUND HILL, VA 20141",permits_2024_08.pdf,39.142305,-77.766892,"35763 Cody Farm Dr, Round Hill, VA 20141, USA",SUCCESS
BLDR-2024-035665,8/23/2024,"23942 WEIRWOOD TREE CT, ALDIE, VA 20105",permits_2024_08.pdf,38.9554802,-77.5817508,"23942 Weirwood Tree Ct, Aldie, VA 20105, USA",SUCCESS
BLDR-2024-042056,8/23/2024,"22942 COPPER TREE TER, ASHBURN, VA 20148",permits_2024_08.pdf,38.9829793,-77.545273,"22942 Copper Tree Ter, Brambleton, VA 20148, USA",SUCCESS
BLDR-2024-042304,8/23/2024,"126 GREAT LAUREL SQ SE, LEESBURG, VA 20175",permits_2024_08.pdf,39.0922832,-77.5559804,"126 Great Laurel Square SE, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-042405,8/23/2024,"43399 WILDROSE CT, ASHBURN, VA 20147",permits_2024_08.pdf,39.0408599,-77.498195,"43399 Wildrose Ct, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-042505,8/23/2024,"41877 DUBLANE PL, ASHBURN, VA 20148",permits_2024_08.pdf,39.0099184,-77.55351999999999,"41877 Dublane Pl, Ashburn, VA 20148, USA",SUCCESS
BLDR-2024-042792,8/23/2024,"108 N HARRISON RD, STERLING, VA 20164",permits_2024_08.pdf,38.9993693,-77.3968963,"108 N Harrison Rd, Sterling, VA 20164, USA",SUCCESS
BLDR-2024-042859,8/23/2024,"406 LACEY CT SW, LEESBURG, VA 20175",permits_2024_08.pdf,39.0881104,-77.59608469999999,"406 Lacey Ct SW, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-043075,8/23/2024,"41464 CANONGATE DR, LEESBURG, VA 20175",permits_2024_08.pdf,39.130741,-77.60222399999999,"41464 Canongate Dr, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-043088,8/23/2024,"15075 BANKFIELD DR, WATERFORD, VA 20197",permits_2024_08.pdf,39.1991478,-77.5830301,"15075 Bankfield Dr, Waterford, VA 20197, USA",SUCCESS
BLDR-2024-043154,8/23/2024,"602 W WASHINGTON ST, MIDDLEBURG, VA 20117",permits_2024_08.pdf,38.9673751,-77.7422678,"602 W Washington St, Middleburg, VA 20117, USA",SUCCESS
BLDR-2024-043190,8/23/2024,"1007 KALARIS PL SE, LEESBURG, VA 20175",permits_2024_08.pdf,39.0941745,-77.5734015,"1007 Kalaris Pl SE, Leesburg, VA 20175, USA",SUCCESS
BLDR-2024-043243,8/23/2024,"20 MONARCH DR, STERLING, VA 20164",permits_2024_08.pdf,39.0387048,-77.37214519999999,"20 Monarch Dr, Sterling, VA 20164, USA",SUCCESS
BLDC-2024-035755,8/26/2024,"20110 ASHBROOK PL Unit: 125, ASHBURN, VA 20147",permits_2024_08.pdf,39.0603152,-77.4621006,"20110 Ashbrook Pl #125, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-031518,8/26/2024,"42649 LOBELIA PL, CHANTILLY, VA 20152",permits_2024_08.pdf,38.87793449999999,-77.5287774,"42649 Lobelia Pl, Chantilly, VA 20152, USA",OUT_OF_BOUNDS
BLDR-2024-034889,8/26/2024,"19722 WILLOWDALE PL, ASHBURN, VA 20147",permits_2024_08.pdf,39.07157360000001,-77.49469479999999,"19722 Willowdale Pl, Ashburn, VA 20147, USA",SUCCESS
BLDR-2024-035800,8/26/2024,"17290 HAMILTON STATION RD, HAMILTON, VA 20158",permits_2024_08.pdf,39.1388397,-77.652603,"17290 Hamilton Station Rd, Hamilton, VA 20158, USA",SUCCESS
BLDR-2024-035914,8/26/2024,"1205 E LEE RD, STERLING, VA 20164",permits_2024_08.pdf,38.9948721,-77.39616099999999,"1205 E Lee Rd, Sterling, VA 20164, USA",SUCCESS
BLDR-2024-038239,8/26/2024,"35475 GLENCOE CT, ROUND HILL, VA 20141",permits_2024_08.pdf,39.1681375,-77.7768107,"35475 Glencoe Ct, Round Hill, VA 20141, USA",SUCCESS
BLDR-2024-038266,8/26/2024,"361 S DAVIS DR, PURCELLVILLE, VA 20132",permits_2024_08.pdf,39.1323922,-77.723193,"361 Davis Dr, Purcellville, VA 20132, USA",SUCCESS
BLDR-2024-041297,8/26/2024,"42318 IRON BIT PL, CHANTILLY, VA 20152",permits_2024_08.pdf,38.8554088,-77.533456,"42318 Iron Bit Pl, Chantilly, VA 20152, USA",OUT_OF_BOUNDS
BLDR-2024-041577,8/26/2024,"46415 WHITETOP DR, STERLING, VA 20164",permits_2024_08.pdf,39.021395,-77.3938,"46415 White Top Dr, Sterling, VA 20164, USA",SUCCESS
BLDR-2024-041622,8/26/2024,"25230 LARKS TER, CHANTILLY, VA 20152",permits_2024_08.pdf,38.9193414,-77.5189218,"25230 Larks Terrace, South Riding, VA 20152, USA",SUCCESS
BLDR-2024-043164,8/26/2024,"43029 ADDLESTONE PL, ASHBURN, VA 20148",permits_2024_08.pdf,38.9808792,-77.5136727,"43029 Addlestone Pl, Ashburn, VA 20148, USA",SUCCESS
BLDR-2024-043886,8/26/2024,"17459 LETHRIDGE CIR, ROUND HILL, VA 20141",permits_2024_08.pdf,39.1331038,-77.75753139999999,"17459 Lethridge Circle, Round Hill, VA 20141, USA",SUCCESS
BLDC-2024-000861,8/27/2024,"41785 INCLUSION LN, LEESBURG, VA 20175",permits_2024_08.pdf,39.06691550000001,-77.5585543,"41785 Inclusion Ln, Leesburg, VA 20175, USA",SUCCESS
BLDC-2024-001396,8/27/2024,"41785 INCLUSION LN, LEESBURG, VA 20175",permits_2024_08.pdf,39.06691550000001,-77.5585543,"41785 Inclusion Ln, Leesburg, VA 20175, USA",SUCCESS
BLDC-2024-001400,8/27/2024,"41785 INCLUSION LN, LEESBURG, VA 20175",permits_2024_08.pdf,39.06691550000001,-77.5585543,"41785 Inclusion Ln, Leesburg, VA 20175, USA",SUCCESS
BLDC-2024-001409,8/27/2024,"41785 INCLUSION LN, LEESBURG, VA 20175",permits_2024_08.pdf,39.06691550000001,-77.5585543,"41785 Inclusion Ln, Leesburg, VA 20175, USA",SUCCESS
BLDC-2024-001417,8/27/2024,"41785 INCLUSION LN, LEESBURG, VA 20175",permits_2024_08.pdf,39.06691550000001,-77.5585543,"41785 Inclusion Ln, Leesburg, VA 20175, USA",SUCCESS
BLDC-2024-001425,8/27/2024,"41785 INCLUSION LN, LEESBURG, VA 20175",permits_2024_08.pdf,39.06691550000001,-77.5585543,"41785 Inclusion Ln, Leesburg, VA 20175, USA",SUCCESS
BLDC-2024-001431,8/27/2024,"41785 INCLUSION LN, LEESBURG, VA 20175",permits_2024_08.pdf,39.06691550000001,-77.5585543,"41785 Inclusion Ln, Leesburg, VA 20175, USA",SUCCESS
BLDC-2024-008914,8/27/2024,"24331 HOWLING ROOSTER LN, STERLING, VA 20166",permits_2024_08.pdf,38.9460132,-77.526292,"24331 Howling Rooster Ln, Dulles, VA 20166, USA",SUCCESS
BLDC-2024-016044,8/27/2024,"45805 WOODLAND RD, STERLING, VA 20166",permits_2024_08.pdf,39.0176094,-77.4169418,"45805 Woodland Rd, Sterling, VA 20166, USA",SUCCESS
BLDC-2024-039945,8/27/2024,"20931 ASHBURN RD Unit: 245, ASHBURN, VA 20147",permits_2024_08.pdf,39.0396007,-77.4870755,"20931 Ashburn Rd suite 245, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-040949,8/27/2024,"42885 ORCHARD ORIOLE DR, ASHBURN, VA 20147",permits_2024_08.pdf,39.053925,-77.5175031,"42885 Orchard Oriole Dr, Ashburn, VA 20147, USA",SUCCESS
BLDC-2024-040954,8/27/2024,"21250 CLAIBORNE PKWY, ASHBURN, VA 20148",permits_2024_08.pdf,39.0276904,-77.50734299999999,"21250 Claiborne Pkwy, Ashburn, VA 20148, USA",SUCCESS
BLDC-2024-041085,8/27/2024,"24194 MILLSTREAM DR, ALDIE, VA 20105",permits_2024_08.pdf,38.9355893,-77.5571885,"24194 Millstream Dr, Aldie, VA 20105, USA",SUCCESS
