#RPT_NAME,LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,GRADES_SERVED_DESC,ENROLL_PCT_ASIAN,ENROLL_PCT_NATIVE,ENROLL_PCT_BLACK,ENROLL_PCT_HISPANIC,ENROLL_PCT_MULTIRACIAL,ENROLL_PCT_WHITE,ENROLL_PCT_MIGRANT,ENROLL_PCT_ED,ENROLL_PCT_SWD,ENROLL_PCT_LEP,ENROLL_COUNT_REMEDIAL_GR_6_8,ENROLL_PCT_REMEDIAL_GR_6_8,ENROLL_COUNT_EIP_K_5,ENROLL_PERCENT_EIP_K_5,ENROLL_COUNT_REMEDIAL_GR_9_12,ENROLL_PCT_REMEDIAL_GR_9_12,ENROLL_COUNT_SPECIAL_ED_K12,ENROLL_PCT_SPECIAL_ED_K12,ENROLL_COUNT_ESOL,ENROLL_PCT_ESOL,ENROLL_COUNT_SPECIAL_ED_PK,ENROLL_PCT_SPECIAL_ED_PK,ENROLL_COUNT_VOCATION_9_12,ENROLL_PCT_VOCATION_9_12,ENROLL_COUNT_ALT_PROGRAMS,ENROLL_PCT_ALT_PROGRAMS,ENROLL_COUNT_GIFTED,ENROLL_PCT_GIFTED,ENROLL_PCT_MALE,ENROLL_PCT_FEMALE
"Enrollment_by_Subgroup_Metrics","2023-24","School","647","Dougherty County","5058","Radium Springs Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","77","11","3","9","1","100","14.8","5",,,"243","60",,,"60","14.8","18","4.4","TFS","TFS",,,"TFS","TFS","12","3","49","51"
"Enrollment_by_Subgroup_Metrics","2023-24","School","647","Dougherty County","0106","Radium Springs Middle School","06,07,08","TFS","TFS","92","4","2","2","TFS","100","16.5","3","409","49.2",,,,,"137","16.5","17","2","TFS","TFS",,,"TFS","TFS",,,"51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","647","Dougherty County","0103","Robert A. Cross Middle Magnet","06,07,08","2","TFS","90","4","2","3","TFS","83","1","3","TFS","TFS",,,,,"TFS","TFS","TFS","TFS","TFS","TFS",,,"TFS","TFS","172","33.9","45","55"
"Enrollment_by_Subgroup_Metrics","2023-24","School","647","Dougherty County","0105","Robert H Harvey Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","98","TFS","1","TFS","TFS","100","12.1","TFS",,,"312","75.4",,,"50","12.1","TFS","TFS","13","26",,,"10","2.3","TFS","TFS","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","647","Dougherty County","4060","Sherwood Acres Elementary School","PK,KK,01,02,03,04,05","1","TFS","83","7","3","6","TFS","100","10.2","5",,,"379","67",,,"58","10.2","24","4.2","TFS","TFS",,,"10","1.7","48","8.5","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","647","Dougherty County","0400","South Georgia Regional Achievement Center, The Phoenix","06,07,08,09,10","TFS","TFS","94","TFS","4","1","TFS","100","12.5","TFS","24","100",,,"23","47.9","TFS","TFS","TFS","TFS","TFS","TFS","46","95.8","TFS","TFS",,,"68","32"
"Enrollment_by_Subgroup_Metrics","2023-24","School","647","Dougherty County","3062","Turner Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","88","8","TFS","3","1","100","16.4","6",,,"296","68.5",,,"71","16.4","21","4.9","TFS","TFS",,,"TFS","TFS","TFS","TFS","56","44"
"Enrollment_by_Subgroup_Metrics","2023-24","School","647","Dougherty County","5062","West Town Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","99","TFS","TFS","1","TFS","100","17.8","TFS",,,"228","84.4",,,"48","17.8","TFS","TFS","TFS","TFS",,,"TFS","TFS","TFS","TFS","59","41"
"Enrollment_by_Subgroup_Metrics","2023-24","School","647","Dougherty County","4062","Westover High School","09,10,11,12","1","TFS","90","4","2","3","TFS","76","9.5","2",,,,,"352","26.6","126","9.5","12",".9","TFS","TFS","1026","77.6","33","3.4","113","8.5","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0187","Alexander High School","09,10,11,12","1","TFS","32","17","7","42","TFS","56","12.5","3",,,,,"123","6.7","230","12.5","11",".6","TFS","TFS","905","49","56","4.1","288","15.6","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","5052","Annette Winn Elementary School","KK,01,02,03,04,05","1","1","45","41","8","6","TFS","87","10.4","33",,,"87","27.5",,,"33","10.4","84","26.6","TFS","TFS",,,"TFS","TFS","TFS","TFS","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0178","Arbor Station Elementary School","PK,KK,01,02,03,04,05","2","TFS","56","20","8","13","TFS","77","13.3","11",,,"129","22.8",,,"75","13.3","44","7.8","TFS","TFS",,,"TFS","TFS","51","9","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","2050","Beulah Elementary School","PK,KK,01,02,03,04,05","2","1","33","44","5","15","TFS","83","13.2","29",,,"200","44.2",,,"60","13.2","104","23","TFS","TFS",,,"TFS","TFS","33","7.3","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0107","Bill Arp Elementary School","KK,01,02,03,04,05","1","TFS","42","26","7","24","TFS","82","18.5","12",,,"154","24.8",,,"115","18.5","57","9.2","TFS","TFS",,,"TFS","TFS","61","9.8","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0198","Bright Star Elementary School","KK,01,02,03,04,05","3","TFS","68","16","5","9","TFS","85","13.8","12",,,"170","35.6",,,"66","13.8","36","7.5","TFS","TFS",,,"TFS","TFS","78","16.3","49","51"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0407","Brighten Academy","KK,01,02,03,04,05,06,07,08","2","TFS","70","7","7","14","TFS","51","8.4","3","55","20.7","107","19.5",,,"68","8.4","18","2.2","TFS","TFS",,,"TFS","TFS","171","21","47","53"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0398","Burnett Elementary School","PK,KK,01,02,03,04,05","1","TFS","72","17","4","6","TFS","92","11.7","11",,,"178","46.1",,,"45","11.7","30","7.8","32","84.2",,,"TFS","TFS","18","4.7","48","52"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0208","Chapel Hill Elementary School","KK,01,02,03,04,05","2","TFS","69","14","5","10","TFS","69","12.2","6",,,"198","31.7",,,"76","12.2","31","5","TFS","TFS",,,"TFS","TFS","79","12.7","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0100","Chapel Hill High School","09,10,11,12","2","TFS","64","16","5","13","TFS","57","12.4","4",,,,,"64","3.8","206","12.4","30","1.8","TFS","TFS","853","51.2","35","2.8","198","11.9","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","3550","Chapel Hill Middle School","06,07,08","2","TFS","68","15","6","9","TFS","65","13.1","6","169","15.2",,,,,"145","13.1","22","2","TFS","TFS",,,"TFS","TFS","155","14","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0188","Chestnut Log Middle School","06,07,08","2","TFS","57","26","5","10","TFS","85","16.3","18","57","8.2",,,,,"113","16.3","55","7.9","TFS","TFS",,,"17","2.4","60","8.6","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0184","Dorsett Shoals Elementary School","PK,KK,01,02,03,04,05","1","1","39","27","5","27","TFS","81","13.2","17",,,"131","33.2",,,"52","13.2","46","11.7","TFS","TFS",,,"TFS","TFS","53","13.5","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","4050","Douglas County High School","09,10,11,12","2","TFS","70","18","4","6","TFS","73","13.4","5",,,,,"261","13.7","256","13.4","70","3.7","TFS","TFS","932","48.9","59","4.1","190","10","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0498","Eastside Elementary School","PK,KK,01,02,03,04,05","2","TFS","58","27","7","5","TFS","92","12.2","17",,,"185","41.1",,,"55","12.2","66","14.7","TFS","TFS",,,"TFS","TFS","22","4.9","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0213","Factory Shoals Elementary School","PK,KK,01,02,03,04,05","1","TFS","66","21","5","7","TFS","92","12.1","12",,,"191","32.6",,,"71","12.1","53","9.1","14","100",,,"TFS","TFS","22","3.8","55","45"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0108","Factory Shoals Middle School","06,07,08","1","TFS","78","14","4","3","TFS","77","14","11","209","25.3",,,,,"116","14","27","3.3","TFS","TFS",,,"31","3.7","52","6.3","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0180","Fairplay Middle School","06,07,08","1","TFS","27","13","5","53","TFS","50","11.5","5","56","11.1",,,,,"58","11.5","TFS","TFS","TFS","TFS",,,"TFS","TFS","105","20.8","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0200","Holly Springs Elementary School","PK,KK,01,02,03,04,05","2","TFS","63","17","6","12","TFS","57","10.7","8",,,"84","16.7",,,"54","10.7","23","4.6","TFS","TFS",,,"TFS","TFS","104","20.7","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0175","Lithia Springs Comprehensive High School","09,10,11,12","1","TFS","48","39","3","9","TFS","81","15","12",,,,,"281","18","235","15","90","5.8","TFS","TFS","802","51.3","48","4","70","4.5","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","3052","Lithia Springs Elementary School","PK,KK,01,02,03,04,05","2","TFS","32","48","4","15","TFS","92","14.2","36",,,"192","37.9",,,"72","14.2","152","30","TFS","TFS",,,"TFS","TFS","24","4.7","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0112","Mason Creek Elementary School","PK,KK,01,02,03,04,05","2","TFS","39","14","8","37","TFS","77","18","5",,,"108","21.9",,,"89","18","14","2.8","24","100",,,"TFS","TFS","45","9.1","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0113","Mason Creek Middle School","06,07,08","2","TFS","48","19","9","22","TFS","74","14.4","12","127","14.9",,,,,"123","14.4","28","3.3","TFS","TFS",,,"TFS","TFS","97","11.3","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0303","Mirror Lake Elementary School","PK,KK,01,02,03,04,05","5","TFS","58","12","9","15","TFS","68","14","10",,,"115","23",,,"70","14","39","7.8","85","97.7",,,"TFS","TFS","38","7.6","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","4052","Mount Carmel Elementary School","KK,01,02,03,04,05","1","1","61","22","7","8","TFS","82","13.5","13",,,"211","46.7",,,"61","13.5","41","9.1","TFS","TFS",,,"TFS","TFS","44","9.7","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0203","New Manchester Elementary School","KK,01,02,03,04,05","1","TFS","81","10","6","2","TFS","79","12.9","4",,,"242","28.6",,,"109","12.9","29","3.4","20","100",,,"TFS","TFS","35","4.1","48","52"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0212","New Manchester High School","09,10,11,12","TFS","TFS","78","14","3","4","TFS","70","14.2","4",,,,,"272","14.2","273","14.2","23","1.2","TFS","TFS","750","39","61","4.2","105","5.5","47","53"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0104","North Douglas Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","69","17","9","4","TFS","89","13.1","13",,,"187","34.4",,,"71","13.1","61","11.2","TFS","TFS",,,"TFS","TFS","52","9.6","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0193","South Douglas Elementary School","KK,01,02,03,04,05","1","1","22","9","10","58","TFS","49","14.3","4",,,"77","13.9",,,"79","14.3","12","2.2","TFS","TFS",,,"TFS","TFS","102","18.4","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","5050","Stewart Middle School","06,07,08","1","TFS","76","16","5","2","TFS","79","14.6","9","209","38.6",,,,,"79","14.6","31","5.7","TFS","TFS",,,"TFS","TFS","50","9.2","55","45"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0298","Sweetwater Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","49","35","5","10","TFS","89","12.5","22",,,"196","40.9",,,"60","12.5","87","18.2","TFS","TFS",,,"TFS","TFS","35","7.3","47","53"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","2054","Turner Middle School","06,07,08","1","TFS","42","44","5","7","TFS","87","13.2","34","91","12.2",,,,,"98","13.2","110","14.8","TFS","TFS",,,"24","3.1","54","7.2","48","52"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","1054","Winston Elementary School","KK,01,02,03,04,05","TFS","TFS","30","36","7","27","TFS","89","14.8","27",,,"67","22",,,"45","14.8","59","19.3","TFS","TFS",,,"TFS","TFS","52","17","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0103","Yeager Middle School","06,07,08","1","TFS","49","28","6","16","TFS","80","17.3","15","55","11",,,,,"87","17.3","23","4.6","TFS","TFS",,,"22","4.3","47","9.4","48","52"
"Enrollment_by_Subgroup_Metrics","2023-24","School","648","Douglas County","0507","Youth Villages at Inner Harbour","02,03,04,06,07,08,09,10,11","TFS","TFS","39","9","6","45","TFS","100","54.5","TFS","TFS","TFS","TFS","TFS","TFS","TFS","18","54.5","TFS","TFS","TFS","TFS","TFS","TFS","TFS","TFS",,,"58","42"
"Enrollment_by_Subgroup_Metrics","2023-24","School","649","Early County","0194","Early County Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","81","1","2","14","TFS","100","13.5","TFS",,,"234","38.4",,,"82","13.5","TFS","TFS","TFS","TFS",,,"TFS","TFS","32","5.3","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","649","Early County","2050","Early County High School","09,10,11,12","1","TFS","79","2","4","15","TFS","78","8","TFS",,,,,"248","48.2","41","8","TFS","TFS","TFS","TFS","408","79.2","21","5.4","25","4.9","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","649","Early County","0197","Early County Middle School","06,07,08","1","TFS","78","1","3","17","TFS","100","10.1","TFS","120","33.8",,,,,"36","10.1","TFS","TFS","TFS","TFS",,,"22","6.1","27","7.6","49","51"
"Enrollment_by_Subgroup_Metrics","2023-24","School","650","Echols County","0112","Echols County Elementary/Middle School","PK,KK,01,02,03,04,05,06,07,08","TFS","TFS","3","45","1","51","21","88","10.5","27","62","33.7","128","30.7",,,"63","10.5","120","20","TFS","TFS",,,"TFS","TFS","11","1.8","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","650","Echols County","1050","Echols County High School","09,10,11,12","TFS","1","3","50","2","43","24","72","6.9","14",,,,,"54","22","17","6.9","26","10.6","TFS","TFS","202","82.1","12","6.4","TFS","TFS","54","46"
"Enrollment_by_Subgroup_Metrics","2023-24","School","651","Effingham County","0107","Blandford Elementary School","PK,KK,01,02,03,04,05","2","TFS","22","14","6","56","TFS","53","20.1","6",,,"85","9.8",,,"174","20.1","46","5.3","21","21.9",,,"TFS","TFS","67","7.7","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","651","Effingham County","0296","Ebenezer Elementary School","PK,KK,01,02,03,04,05","1","TFS","13","11","5","69","TFS","51","22.3","3",,,"71","8.1",,,"196","22.3","17","1.9","20","20.6",,,"TFS","TFS","67","7.6","55","45"
"Enrollment_by_Subgroup_Metrics","2023-24","School","651","Effingham County","0203","Ebenezer Middle School","06,07,08","2","TFS","16","12","8","62","TFS","43","14.1","4","83","8.4",,,,,"140","14.1","18","1.8","TFS","TFS",,,"TFS","TFS","162","16.3","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","651","Effingham County","0390","Effingham County High School","09,10,11,12","1","TFS","23","11","5","60","TFS","48","16","2",,,,,"246","11.4","346","16","26","1.2","TFS","TFS","1545","71.3","82","4.9","191","8.8","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","651","Effingham County","0290","Effingham County Middle School","06,07,08","TFS","TFS","22","10","6","61","TFS","60","20.2","4","272","25.6",,,,,"215","20.2","14","1.3","TFS","TFS",,,"40","3.7","126","11.9","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","651","Effingham County","0190","Guyton Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","22","11","5","62","TFS","68","20.3","4",,,"88","12.8",,,"139","20.3","21","3.1","23","28",,,"TFS","TFS","40","5.8","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","651","Effingham County","0105","Marlow Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","6","13","5","76","TFS","47","12.3","5",,,"72","11.4",,,"78","12.3","22","3.5","16","20.8",,,"TFS","TFS","36","5.7","54","46"
"Enrollment_by_Subgroup_Metrics","2023-24","School","651","Effingham County","4050","Rincon Elementary School","PK,KK,01,02,03,04,05","3","TFS","24","13","10","49","TFS","57","13.2","5",,,"91","9.4",,,"127","13.2","38","3.9","20","18",,,"TFS","TFS","90","9.3","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","651","Effingham County","0196","Sand Hill Elementary School","PK,KK,01,02,03,04,05","TFS","1","6","10","7","75","TFS","54","17.7","4",,,"93","11",,,"150","17.7","28","3.3","13","14",,,"TFS","TFS","68","8","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","651","Effingham County","0186","South Effingham Elementary School","PK,KK,01,02,03,04,05","5","TFS","14","14","5","61","TFS","34","13.5","8",,,"83","9.8",,,"115","13.5","54","6.4","13","18.3",,,"TFS","TFS","66","7.8","54","46"
"Enrollment_by_Subgroup_Metrics","2023-24","School","651","Effingham County","0197","South Effingham High School","09,10,11,12","2","TFS","15","12","6","65","TFS","42","13.6","3",,,,,"160","8.4","259","13.6","33","1.7","TFS","TFS","1363","71.7","59","4.1","235","12.4","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","651","Effingham County","0297","South Effingham Middle School","06,07,08","3","TFS","13","12","6","67","TFS","40","12.9","5","118","10.6",,,,,"144","12.9","25","2.2","TFS","TFS",,,"14","1.3","162","14.6","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","651","Effingham County","0103","Springfield Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","21","10","7","61","TFS","66","18","3",,,"88","12",,,"132","18","13","1.8","TFS","TFS",,,"TFS","TFS","58","7.9","44","56"
"Enrollment_by_Subgroup_Metrics","2023-24","School","652","Elbert County","0313","Elbert County Elementary School","03,04,05","2","TFS","34","9","5","50","TFS","76","17.6","4",,,"274","41.8",,,"115","17.6","12","1.8","TFS","TFS",,,"TFS","TFS","67","10.2","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","652","Elbert County","0176","Elbert County High School","09,10,11,12","1","TFS","38","13","4","44","TFS","72","15.1","4",,,,,"TFS","TFS","143","15.1","20","2.1","TFS","TFS","698","73.8","25","3.4","71","7.5","49","51"
"Enrollment_by_Subgroup_Metrics","2023-24","School","652","Elbert County","0104","Elbert County Middle School","05,06,07,08","2","TFS","36","12","4","47","TFS","70","14.9","6","159","24.2",,,,,"98","14.9","18","2.7","TFS","TFS",,,"38","5.9","78","11.9","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","652","Elbert County","0213","Elbert County Primary School","KK,01,02","1","TFS","35","12","6","46","1","80","12.7","4",,,"239","36",,,"84","12.7","28","4.2","TFS","TFS",,,"TFS","TFS","31","4.7","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","652","Elbert County","0113","Paul J. Blackwell Learning Center","PK",,,,,,,"1",,"TFS","TFS",,,,,,,"TFS","TFS",,,"16","10.1",,,,,,,,
"Enrollment_by_Subgroup_Metrics","2023-24","School","653","Emanuel County","2050","Emanuel County Institute","06,07,08,09,10,11,12","1","TFS","29","7","3","61","TFS","70","14.9","2","TFS","TFS",,,"TFS","TFS","84","14.9","TFS","TFS","TFS","TFS","228","69.7","TFS","TFS","30","5.3","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","653","Emanuel County","0198","Swainsboro Elementary School","03,04,05","1","TFS","44","11","3","41","TFS","100","14.9","7",,,"122","19.8",,,"92","14.9","24","3.9","TFS","TFS",,,"TFS","TFS","24","3.9","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","653","Emanuel County","0189","Swainsboro High School","09,10,11,12","1","TFS","48","11","2","38","TFS","98","20.8","2",,,,,"TFS","TFS","169","20.8","14","1.7","TFS","TFS","524","64.5","14","2.3","44","5.4","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","653","Emanuel County","0192","Swainsboro Middle School","06,07,08","1","TFS","48","10","3","38","TFS","100","17.6","6","69","11.2",,,,,"109","17.6","TFS","TFS","TFS","TFS",,,"23","3.7","41","6.6","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","653","Emanuel County","0196","Swainsboro Primary School","KK,01,02","1","TFS","43","10","6","40","TFS","100","11.5","4",,,"169","24.9",,,"78","11.5","25","3.7","32","17.9",,,"TFS","TFS","TFS","TFS","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","653","Emanuel County","0100","Twin City Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","27","5","3","65","TFS","83","15.2","2",,,"48","10.3",,,"71","15.2","TFS","TFS","TFS","TFS",,,"TFS","TFS","41","8.8","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","654","Evans County","0196","Claxton Elementary School","PK,KK,01,02,03,04,05","TFS","1","39","26","5","30","4","100","11.3","25",,,"435","58.1",,,"85","11.3","163","21.8","19","16.2",,,"TFS","TFS","25","3.3","54","46"
"Enrollment_by_Subgroup_Metrics","2023-24","School","654","Evans County","2050","Claxton High School","09,10,11,12","1","TFS","30","29","2","38","1","66","11.1","10",,,,,"193","39.5","54","11.1","32","6.6","TFS","TFS","429","87.9","TFS","TFS","47","9.6","49","51"
"Enrollment_by_Subgroup_Metrics","2023-24","School","654","Evans County","3050","Claxton Middle School","06,07,08","TFS","1","37","26","5","31","4","92","14.8","22","181","47",,,,,"57","14.8","33","8.6","TFS","TFS",,,"TFS","TFS","45","11.7","48","52"
"Enrollment_by_Subgroup_Metrics","2023-24","School","654","Evans County","0197","Second Chance","07,08,09,10,11,12","TFS","2","53","12","2","32","TFS","100","20.3","5","TFS","TFS",,,"TFS","TFS","12","20.3","TFS","TFS","TFS","TFS","TFS","TFS","32","39.5",,,"54","46"
"Enrollment_by_Subgroup_Metrics","2023-24","School","655","Fannin County","1050","Blue Ridge Elementary School","PK,KK,01,02,03,04,05","4","TFS","1","7","3","85","TFS","72","20.1","6",,,"71","20.1",,,"71","20.1","17","4.8","TFS","TFS",,,"TFS","TFS","15","4.2","54","46"
"Enrollment_by_Subgroup_Metrics","2023-24","School","655","Fannin County","0194","East Fannin Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","TFS","3","2","95","TFS","76","16.4","TFS",,,"79","18.8",,,"69","16.4","TFS","TFS","17","33.3",,,"TFS","TFS","17","4","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","655","Fannin County","0176","Fannin County High School","09,10,11,12","1","TFS","1","7","1","90","TFS","60","15.7","2",,,,,"91","10.2","140","15.7","TFS","TFS","TFS","TFS","538","60.4","29","4.3","89","10","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","655","Fannin County","0193","Fannin County Middle School","06,07,08","1","TFS","TFS","6","2","90","TFS","67","20","4","44","7",,,,,"125","20","TFS","TFS","TFS","TFS",,,"10","1.6","61","9.8","54","46"
"Enrollment_by_Subgroup_Metrics","2023-24","School","655","Fannin County","0293","West Fannin Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","1","11","1","87","TFS","73","13.7","6",,,"82","18.4",,,"61","13.7","21","4.7","TFS","TFS",,,"TFS","TFS","23","5.2","48","52"
"Enrollment_by_Subgroup_Metrics","2023-24","School","656","Fayette County","0108","Bennett's Mill Middle School","06,07,08","5","TFS","55","18","8","14","TFS","64","14.8","10","116","13.2",,,,,"130","14.8","25","2.8","TFS","TFS",,,"TFS","TFS","146","16.6","49","51"
"Enrollment_by_Subgroup_Metrics","2023-24","School","656","Fayette County","0191","Braelinn Elementary School","KK,01,02,03,04,05","5","TFS","6","6","5","78","TFS","11","11.1","2",,,"33","6.4",,,"57","11.1","TFS","TFS","TFS","TFS",,,"TFS","TFS","78","15.1","53","47"
"Enrollment_by_Subgroup_Metrics","2023-24","School","656","Fayette County","0102","Cleveland Elementary School","PK,KK,01,02,03,04,05","6","1","46","16","9","22","TFS","58","15.3","11",,,"57","15.3",,,"57","15.3","35","9.4","12","37.5",,,"TFS","TFS","69","18.5","58","42"
"Enrollment_by_Subgroup_Metrics","2023-24","School","656","Fayette County","0104","Crabapple Lane Elementary School","PK,KK,01,02,03,04,05","4","TFS","17","14","7","58","TFS","24","7.2","9",,,"58","10.2",,,"41","7.2","34","6","17","50",,,"TFS","TFS","87","15.2","51","49"
"Enrollment_by_Subgroup_Metrics","2023-24","School","656","Fayette County","0398","Fayette County High School","09,10,11,12","5","TFS","64","15","6","11","TFS","55","15.6","3",,,,,"134","9.9","212","15.6","28","2.1","TFS","TFS","907","66.7","35","3.4","152","11.2","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","656","Fayette County","0402","Fayetteville Elementary School","PK,KK,01,02,03,04,05","4","TFS","60","14","8","14","TFS","70","9.6","7",,,"86","18.3",,,"45","9.6","30","6.4","TFS","TFS",,,"TFS","TFS","55","11.7","54","46"
"Enrollment_by_Subgroup_Metrics","2023-24","School","656","Fayette County","0491","Flat Rock Middle School","06,07,08","4","TFS","57","18","6","15","TFS","55","14","12","177","21",,,,,"118","14","35","4.1","TFS","TFS",,,"TFS","TFS","137","16.2","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","656","Fayette County","0180","Huddleston Elementary School","KK,01,02,03,04,05","5","TFS","3","22","7","62","TFS","36","11.1","12",,,"65","11.3",,,"64","11.1","57","9.9","TFS","TFS",,,"TFS","TFS","115","20","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","656","Fayette County","0111","Inman Elementary","PK,KK,01,02,03,04,05","3","TFS","29","16","8","44","TFS","41","13.2","6",,,"137","21.6",,,"84","13.2","33","5.2","TFS","TFS",,,"TFS","TFS","112","17.6","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","656","Fayette County","0178","J.C. Booth Middle School","06,07,08","15","TFS","10","15","6","53","TFS","25","8.7","14","79","7",,,,,"99","8.7","57","5","TFS","TFS",,,"TFS","TFS","335","29.5","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","656","Fayette County","0196","Kedron Elementary School","KK,01,02,03,04,05","20","1","18","14","9","39","TFS","21","8.8","14",,,"67","8.8",,,"67","8.8","78","10.3","TFS","TFS",,,"TFS","TFS","167","22","52","48"
"Enrollment_by_Subgroup_Metrics","2023-24","School","656","Fayette County","0182","McIntosh High School","09,10,11,12","14","TFS","11","15","5","54","TFS","20","7.4","6",,,,,"206","11.8","129","7.4","52","3","TFS","TFS","1046","60.1","14","1.1","433","24.9","50","50"
"Enrollment_by_Subgroup_Metrics","2023-24","School","656","Fayette County","0181","North Fayette Elementary School","PK,KK,01,02,03,04,05","3","1","61","21","6","8","TFS","73","10","10",,,"125","21.9",,,"57","10","50","8.7","TFS","TFS",,,"TFS","TFS","52","9.1","51","49"
