road_name,street_name,route_code,route_name,adt,aawdt,peak_hour_estimate,traffic_level,data_date,data_quality,latitude,longitude
GREAT BERKHAMSTED DR,GREAT BERKHAMSTED,R-VA053SC00620EB,SC-620E (Loudoun County),6700,7100.0,670.0,Moderate,1641013200000,G,38.920624810009436,-77.5663752227188
SMITH SWITCH RD,SMITH SWITCH,R-VA053SC01950NB,SC-1950N (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.0269922760571,-77.45866122268953
GLOUCESTER PKWY,GLOUCESTER,R-VA053SC01950NB,SC-1950N (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.02822138646683,-77.45498467923005
GLOUCESTER PKWY,GLOUCESTER,R-VA053SC01950NB,SC-1950N (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.02803878592257,-77.45327494414823
GLOUCESTER PKWY,GLOUCESTER,R-VA053SC02150EB,SC-2150E (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.02812877229295,-77.44997704399353
GLOUCESTER PKWY,GLOUCESTER,R-VA053SC01950NB,SC-1950N (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.027864543081606,-77.45333443886243
GLOUCESTER PKWY,GLOUCESTER,R-VA053SC02150EB,SC-2150E (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.027948055898314,-77.4500111078842
ASHBY PONDS BLVD,ASHBY PONDS,R-VA053SC01950NB,SC-1950N (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.028515087063205,-77.45479776845161
ASHBY PONDS BLVD,ASHBY PONDS,R-VA053SC01950NB,SC-1950N (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.028130490688426,-77.45500597487083
ASHBY PONDS BLVD,ASHBY PONDS,R-VA053SC01950NB,SC-1950N (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.02853458985608,-77.45491251729108
ASHBY PONDS BLVD,ASHBY PONDS,R-VA053SC01950NB,SC-1950N (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.028149339707774,-77.45506644225893
CARDINAL POND TER,CARDINAL POND,R-VA053SC02150WB,SC-2150W (Loudoun County),13000,14000.0,1300.0,Moderate,1641013200000,G,39.03096451525784,-77.4560282254113
EVERGREEN MILLS RD,EVERGREEN MILLS,R-VA053SC00621NB,SC-621N (Loudoun County),9400,10000.0,940.0,Moderate,1641013200000,G,39.06927524647264,-77.5735722294613
KETURAH LN,KETURAH,R-VA053SC00621NB,SC-621N (Loudoun County),9400,10000.0,940.0,Moderate,1641013200000,G,39.071301152072074,-77.5745630436922
ASHBURN VILLAGE BLVD,ASHBURN VILLAGE,R-VA053SC00640EB,SC-640E (Loudoun County),7900,8400.0,790.0,Moderate,1641013200000,G,39.01570369559779,-77.48404647829071
PORTSMOUTH BLVD,PORTSMOUTH,R-VA053SC01937WB,SC-1937W (Loudoun County),4600,,460.0,Low,1392786000000,R,39.05627185832609,-77.51422371074429
EASTERN KINGBIRD PLZ,EASTERN KINGBIRD,R-VA053SC01937WB,SC-1937W (Loudoun County),1800,,180.0,Low,1392786000000,R,39.05690909371192,-77.51423766078848
EASTERN KINGBIRD PLZ,EASTERN KINGBIRD,R-VA053SC02627EB,SC-2627E (Loudoun County),4600,,460.0,Low,1392008400000,R,39.056840935762295,-77.51337595733285
BATTLEFIELD PKWY NE,BATTLEFIELD,S-VA253PR CATOCTIN CIR N,Catoctin CIR N (PR - Town of Leesburg),10000,11000.0,1000.0,Moderate,1641013200000,G,39.12478925391787,-77.55050803307172
PLAZA ST NE,PLAZA,S-VA253PR PLAZA ST NE,Plaza ST NE (PR - Town of Leesburg),10000,11000.0,1000.0,Moderate,1641013200000,G,39.1245847943013,-77.5493417485024
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),5100,,510.0,Moderate,1392008400000,R,38.93141403020403,-77.53305309132179
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),5100,,510.0,Moderate,1392008400000,R,38.93123083815498,-77.53306450440404
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),5100,,510.0,Moderate,1392008400000,R,38.93134650428057,-77.53203485235872
LAKEVIEW CENTER PLZ,LAKEVIEW CENTER,R-VA053SC01050NB,SC-1050N (Loudoun County),9800,10000.0,980.0,Moderate,1641013200000,G,39.060492046933625,-77.45172439601869
LAKEVIEW CENTER PLZ,LAKEVIEW CENTER,R-VA053SC01050SB,SC-1050S (Loudoun County),9800,10000.0,980.0,Moderate,1641013200000,G,39.060390767051715,-77.45163638501919
CROSON LN,CROSON,R-VA053SC00901SB,SC-901S (Loudoun County),5600,5600.0,560.0,Moderate,1392699600000,R,39.001767526360915,-77.51971283330626
CLAIBORNE PKWY,CLAIBORNE,R-VA053SC00901SB,SC-901S (Loudoun County),2200,,220.0,Low,1392699600000,R,38.99887031686153,-77.51776944717153
CLAIBORNE PKWY,CLAIBORNE,R-VA053SC00901SB,SC-901S (Loudoun County),2200,,220.0,Low,1392699600000,R,38.998882249318186,-77.5175708942312
LONSDALE DR,LONSDALE,R-VA053SC00645EB,SC-645E (Loudoun County),5600,5600.0,560.0,Moderate,1641013200000,G,39.00132853099841,-77.52124181444917
RAVENGLASS DR,RAVENGLASS,R-VA053SC00901SB,SC-901S (Loudoun County),2200,,220.0,Low,1392699600000,R,38.99976361090956,-77.51825876671964
RAVENGLASS DR,RAVENGLASS,R-VA053SC00901SB,SC-901S (Loudoun County),2200,,220.0,Low,1392699600000,R,38.99981623998862,-77.51776551021007
GLENN DR,GLENN,R-VA053SC00864NB,SC-864N (Loudoun County),4300,,430.0,Low,1412136000000,R,38.99556171435084,-77.42642741655058
DAVIS DR,DAVIS,R-VA053SC00867EB,SC-867E (Loudoun County),8700,,870.0,Moderate,1281326400000,R,38.99555621933542,-77.42298057949239
FIRST POTOMAC WAY,FIRST POTOMAC,R-VA053SC00864NB,SC-864N (Loudoun County),4300,,430.0,Low,1412136000000,R,38.99673190426631,-77.426029642071
DULLES GREENWAY,DULLES GREENWAY,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),25000,26000.0,2500.0,High,1641013200000,G,39.08676319244018,-77.56632689724947
DULLES GREENWAY,DULLES GREENWAY,R-VA   SR00267WB,VA-267W,27000,28000.0,2700.0,High,1641013200000,G,39.08685890228817,-77.56594441202674
BATTLEFIELD PKWY SE,BATTLEFIELD,R-VA   SR00267WB,VA-267W,27000,28000.0,2700.0,High,1641013200000,G,39.08688148977987,-77.56611478327434
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),25000,26000.0,2500.0,High,1641013200000,G,39.08668211203125,-77.56692783869777
BATTLEFIELD PKWY SE,BATTLEFIELD,R-VA   SR00267WB,VA-267W,27000,28000.0,2700.0,High,1641013200000,G,39.08674060494848,-77.56615652600186
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),25000,26000.0,2500.0,High,1641013200000,G,39.08656439573087,-77.56693494626523
STONE SPRINGS BLVD,STONE SPRINGS,R-VA053SC00659NB,SC-659N (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,38.94849495076388,-77.53720079930471
IBEX DR,IBEX,R-VA053SC00659NB,SC-659N (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,38.950285944829176,-77.53571429867387
WOODRIDGE PKWY,WOODRIDGE,R-VA053SC02403EB,SC-2403E (Loudoun County),3800,,380.0,Low,1415163600000,R,39.079133662299384,-77.47342491080919
WOODRIDGE PKWY,WOODRIDGE,R-VA053SC02403EB,SC-2403E (Loudoun County),3800,,380.0,Low,1415163600000,R,39.07898866839862,-77.47353899500781
WOODRIDGE PKWY,WOODRIDGE,R-VA053SC02403EB,SC-2403E (Loudoun County),3800,,380.0,Low,1415163600000,R,39.07959399041621,-77.47447869678483
WOODRIDGE PKWY,WOODRIDGE,R-VA053SC02403EB,SC-2403E (Loudoun County),3800,,380.0,Low,1415163600000,R,39.07539662277915,-77.47124686131068
WOODRIDGE PKWY,WOODRIDGE,R-VA053SC02403EB,SC-2403E (Loudoun County),12000,,1200.0,Moderate,1415163600000,R,39.073511216429004,-77.47236295165855
WOODRIDGE PKWY,WOODRIDGE,R-VA053SC02403EB,SC-2403E (Loudoun County),3800,,380.0,Low,1415163600000,R,39.07536839163308,-77.47110562617279
WOODRIDGE PKWY,WOODRIDGE,R-VA053SC02403EB,SC-2403E (Loudoun County),12000,,1200.0,Moderate,1415163600000,R,39.07344654128037,-77.47223834678852
SILVERPALM GROVE TER,SILVERPALM GROVE,R-VA053SC02403EB,SC-2403E (Loudoun County),3800,,380.0,Low,1415163600000,R,39.07636769401515,-77.47111389211042
WOODRIDGE PKWY,WOODRIDGE,R-VA053SC02403EB,SC-2403E (Loudoun County),3800,,380.0,Low,1415163600000,R,39.0744449788091,-77.47148731471026
MOOREVIEW PKWY,MOOREVIEW,R-VA053SC02298SB,SC-2298S (Loudoun County),5000,5300.0,500.0,Moderate,1641013200000,G,38.99501258598992,-77.50419294725587
MOOREVIEW PKWY,MOOREVIEW,R-VA053SC02298SB,SC-2298S (Loudoun County),5000,5300.0,500.0,Moderate,1641013200000,G,38.9939642287871,-77.50363131068063
MOOREVIEW PKWY,MOOREVIEW,R-VA053SC02298SB,SC-2298S (Loudoun County),5000,5300.0,500.0,Moderate,1641013200000,G,38.99355405327606,-77.5029803951822
MOOREVIEW PKWY,MOOREVIEW,R-VA053SC02298SB,SC-2298S (Loudoun County),5000,5300.0,500.0,Moderate,1641013200000,G,38.995056566126536,-77.50399795208511
MOOREVIEW PKWY,MOOREVIEW,R-VA053SC02298SB,SC-2298S (Loudoun County),5000,5300.0,500.0,Moderate,1641013200000,G,38.994061653022406,-77.50345426300767
MOOREVIEW PKWY,MOOREVIEW,R-VA053SC00607NB,SC-607N (Loudoun County),19000,20000.0,1900.0,High,1641013200000,G,38.993221935801365,-77.50209203161019
OLD RYAN RD,OLD RYAN,R-VA053SC00772WB,SC-772W (Loudoun County),14000,15000.0,1400.0,Moderate,1641013200000,G,38.990556386588324,-77.51045567145572
OLD RYAN RD,OLD RYAN,R-VA053SC02298SB,SC-2298S (Loudoun County),5000,5300.0,500.0,Moderate,1641013200000,G,38.99359728930347,-77.50412997412458
OLD RYAN RD,OLD RYAN,R-VA053SC02298SB,SC-2298S (Loudoun County),5000,5300.0,500.0,Moderate,1641013200000,G,38.993977416016726,-77.50350116691155
OLD RYAN RD,OLD RYAN,R-VA053SC02298SB,SC-2298S (Loudoun County),5000,5300.0,500.0,Moderate,1641013200000,G,38.994556594760994,-77.50287875700587
OLD RYAN RD,OLD RYAN,R-VA053SC02298SB,SC-2298S (Loudoun County),5000,5300.0,500.0,Moderate,1641013200000,G,38.99370950419775,-77.5042010251641
OLD RYAN RD,OLD RYAN,R-VA053SC02298SB,SC-2298S (Loudoun County),5000,5300.0,500.0,Moderate,1641013200000,G,38.99404913611984,-77.50358383590005
OLD RYAN RD,OLD RYAN,R-VA053SC02298SB,SC-2298S (Loudoun County),5000,5300.0,500.0,Moderate,1641013200000,G,38.99471632105379,-77.50290267479843
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.911709248383296,-77.48873377710328
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),60000,63000.0,6000.0,Very High,1641013200000,G,38.91505313939722,-77.4866063397744
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),60000,63000.0,6000.0,Very High,1641013200000,G,38.91635329775983,-77.48594752949732
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.911837852098365,-77.48888710702717
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.91333549531781,-77.48758940601473
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),60000,63000.0,6000.0,Very High,1641013200000,G,38.91639353825502,-77.48605313577005
EASTGATE VIEW DR,EASTGATE VIEW,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.91304664724648,-77.4883275028241
EASTGATE VIEW DR,EASTGATE VIEW,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.91286574085147,-77.48765596224332
EASTGATE VIEW DR,EASTGATE VIEW,R-VA053SC03010EB,SC-3010E (Loudoun County),3600,,360.0,Low,1453179600000,R,38.91284209132234,-77.48424503437445
N PERIMETER RD,PERIMETER,R-VA053SC00606EB,SC-606E (Loudoun County),30000,32000.0,3000.0,Very High,1641013200000,G,38.989131506518355,-77.46554381436718
SHREVE MILL RD,SHREVE MILL,R-VA053SC00653EB,SC-653E (Loudoun County),27000,28000.0,2700.0,High,1641013200000,G,39.06016139337777,-77.56300299584755
DULLES GREENWAY,DULLES GREENWAY,R-VA   SR00267EB,VA-267E,28000,30000.0,2800.0,High,1641013200000,G,39.05656269429207,-77.55651774491602
DULLES GREENWAY EB,DULLES GREENWAY,R-VA053SC00653EB,SC-653E (Loudoun County),28000,30000.0,2800.0,High,1641013200000,G,39.05890347375655,-77.56113728830582
SULLY RD,SULLY,R-VA   SR00028NB,VA-28N,185000,198000.0,18500.0,Very High,1641013200000,G,38.97171422212402,-77.42909846898505
INNOVATION AVE,INNOVATION,R-VA   SR00209EB,VA-209E,4400,4700.0,440.0,Low,1641013200000,G,38.96965896777708,-77.4260554112969
PLEASANT VALLEY RD,PLEASANT VALLEY,R-VA053SC00609EB,SC-609E (Loudoun County),3600,3200.0,360.0,Low,1641013200000,G,38.90984075588602,-77.47737449640867
EASTGATE VIEW DR,EASTGATE VIEW,R-VA053SC00609EB,SC-609E (Loudoun County),3600,3200.0,360.0,Low,1641013200000,G,38.91035994441707,-77.47628035210982
TALL CEDARS PKWY,TALL CEDARS,R-VA053SC02200EB,SC-2200E (Loudoun County),60000,63000.0,6000.0,Very High,1641013200000,G,38.91506444986799,-77.486847288839
EASTGATE VIEW DR,EASTGATE VIEW,R-VA053SC00742NB,SC-742N (Loudoun County),4000,4200.0,400.0,Low,1641013200000,G,38.91480377667449,-77.49625853144957
EASTGATE VIEW DR,EASTGATE VIEW,R-VA053SC03010EB,SC-3010E (Loudoun County),3600,,360.0,Low,1453179600000,R,38.91367360899762,-77.49034834032356
EASTGATE VIEW DR,EASTGATE VIEW,R-VA053SC03010EB,SC-3010E (Loudoun County),3600,,360.0,Low,1453179600000,R,38.913318360171246,-77.48937113274391
EASTERN MARKETPLACE PLZ,EASTERN MARKETPLACE,R-VA053SC03010EB,SC-3010E (Loudoun County),3600,,360.0,Low,1453179600000,R,38.914241817636096,-77.49064813870719
EASTERN MARKETPLACE PLZ,EASTERN MARKETPLACE,R-VA053SC03010EB,SC-3010E (Loudoun County),3600,,360.0,Low,1453179600000,R,38.913831728055165,-77.48964438110583
EASTERN MARKETPLACE PLZ,EASTERN MARKETPLACE,R-VA053SC03010EB,SC-3010E (Loudoun County),3600,,360.0,Low,1453179600000,R,38.91355833811235,-77.48874636855113
EASTERN MARKETPLACE PLZ,EASTERN MARKETPLACE,R-VA053SC02200EB,SC-2200E (Loudoun County),9000,9500.0,900.0,Moderate,1641013200000,G,38.913813983303804,-77.48800492038028
ATLANTIC BLVD,ATLANTIC,R-VA053SC01525NB,SC-1525N (Loudoun County),6500,,650.0,Moderate,1229317200000,R,39.00977887217656,-77.42977713884014
ATLANTIC BLVD,ATLANTIC,R-VA053SC01525NB,SC-1525N (Loudoun County),6500,,650.0,Moderate,1229317200000,R,39.00970556967992,-77.42966402130574
SYCOLIN RD,SYCOLIN,R-VA053SC00625EB,SC-625E (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.04075751595509,-77.52872068280946
HOUSEMAN TER,HOUSEMAN,R-VA053SC00625EB,SC-625E (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.04027728138266,-77.52895396584978
HOUSEMAN TER,HOUSEMAN,R-VA053SC00625EB,SC-625E (Loudoun County),11000,12000.0,1100.0,Moderate,1641013200000,G,39.04023724715357,-77.52900611625266
PROLOGIS PLZ,PROLOGIS,R-VA053SC00846NB,SC-846N (Loudoun County),18000,19000.0,1800.0,High,1641013200000,G,38.98827786486108,-77.43809010993311
CLARENDON SQ,CLARENDON,R-VA053SC02298SB,SC-2298S (Loudoun County),5000,5300.0,500.0,Moderate,1641013200000,G,38.99613416606209,-77.5052985923913
E MARKET ST,MARKET,R-VA   SR00007EB,VA-7E,66000,70000.0,6600.0,Very High,1641013200000,G,39.0893409645945,-77.51904371643226
CROSSTRAIL BLVD SE,CROSSTRAIL,R-VA   SR00007EB,VA-7E,66000,70000.0,6600.0,Very High,1641013200000,G,39.08915303454433,-77.51937960738736
CROSSTRAIL BLVD SE,CROSSTRAIL,R-VA   SR00007EB,VA-7E,66000,70000.0,6600.0,Very High,1641013200000,G,39.08904299024137,-77.51915512754857
MILLER DR SE,MILLER,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.08962784288552,-77.55714759357649
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.09054982608808,-77.55670537517612
VIRGINIA WILDFLOWER TER SE,VIRGINIA WILDFLOWER,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.09047795831416,-77.55571151681522
DULLES GREENWAY,DULLES GREENWAY,R-VA   SR00267EB,VA-267E,27000,28000.0,2700.0,High,1641013200000,G,39.07432949406896,-77.56603196315292
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.08649380530476,-77.56740357031063
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.08661699932199,-77.5674174676884
DULLES GREENWAY EB,DULLES GREENWAY,R-VA   SR00267EB,VA-267E,27000,28000.0,2700.0,High,1641013200000,G,39.08408998428125,-77.56719962903715
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),66000,70000.0,6600.0,Very High,1641013200000,G,39.09658103563736,-77.53243781455163
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.09114756243365,-77.55037008927633
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253NP SYCOLIN RD,Sycolin RD (NP - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.09112911510565,-77.55359593024029
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),66000,70000.0,6600.0,Very High,1641013200000,G,39.09647244235279,-77.53224580706257
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.093182935504664,-77.54284275654577
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.092608895124584,-77.5441275551914
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.091456584792176,-77.5463052531489
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.09104309256301,-77.54746511622017
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.090978073481786,-77.54895837820013
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253NP SYCOLIN RD,Sycolin RD (NP - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.09096261163756,-77.55193459921729
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253NP SYCOLIN RD,Sycolin RD (NP - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.090960151802136,-77.55359875476323
KINCAID BLVD SE,KINCAID,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.09237232923527,-77.54246485366295
KINCAID BLVD SE,KINCAID,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.09245570015775,-77.54230632587313
LAWSON RD SE,LAWSON,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.092055173897364,-77.545358717927
TAVISTOCK DR SE,TAVISTOCK,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.09050162045465,-77.54721184260947
TAVISTOCK DR SE,TAVISTOCK,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.090466369054276,-77.54740330666448
BEAUREGARD DR SE,BEAUREGARD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.09157698270955,-77.5502876535149
BEAUREGARD DR SE,BEAUREGARD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.09157965060758,-77.55042348683483
SYCOLIN RD SE,SYCOLIN,S-VA253NP SYCOLIN RD,Sycolin RD (NP - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.09196403847805,-77.55348908218713
SYCOLIN RD SE,SYCOLIN,S-VA253NP SYCOLIN RD,Sycolin RD (NP - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.09104515460224,-77.55350230955057
SYCOLIN RD SE,SYCOLIN,S-VA253NP SYCOLIN RD,Sycolin RD (NP - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.091970112048095,-77.55367105292045
SYCOLIN RD SE,SYCOLIN,S-VA253NP SYCOLIN RD,Sycolin RD (NP - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.09104411230555,-77.55369237545295
SYCOLIN RD SE,SYCOLIN,S-VA253PR SYCOLIN RD,Sycolin RD (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.08893274432968,-77.55357844327324
PORTSMOUTH BLVD,PORTSMOUTH,R-VA053SC01937WB,SC-1937W (Loudoun County),4600,,460.0,Low,1392786000000,R,39.056181587472956,-77.51431711377916
PICCADILLY PLZ,PICCADILLY,R-VA053SC01937WB,SC-1937W (Loudoun County),1800,,180.0,Low,1392786000000,R,39.056470079341054,-77.5150873760451
LEXINGTON DR,LEXINGTON,R-VA053SC03001EB,SC-3001E (Loudoun County),142000,152000.0,14200.0,Very High,1414641600000,R,39.059133147814954,-77.46003012076471
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.08844636255247,-77.55956429828639
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.08777673677552,-77.56209433950401
BATTLEFIELD PKWY SE,BATTLEFIELD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.087898162514065,-77.56233320785262
KELLYS FORD PLZ SE,KELLYS FORD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.08864029783505,-77.55868910235762
KELLYS FORD PLZ SE,KELLYS FORD,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.08829531591263,-77.56037900579251
FORT EVANS RD NE,FORT EVANS,S-VA253PR BATTLEFIELD PKWY,Battlefield PKWY (PR - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.103773729623455,-77.52578266756666
BATTLEFIELD PKWY NE,BATTLEFIELD,S-VA253NP BATTLEFIELD PKWY,Battlefield PKWY (NP - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.10793411840782,-77.52610023765473
BATTLEFIELD PKWY NE,BATTLEFIELD,S-VA253NP BATTLEFIELD PKWY,Battlefield PKWY (NP - Town of Leesburg),17000,18000.0,1700.0,High,1641013200000,G,39.10796956881669,-77.5258708471896
MARBLEHEAD DR,MARBLEHEAD,R-VA053SC02276NB,SC-2276N (Loudoun County),2800,,280.0,Low,1418101200000,R,39.04330929619483,-77.45449932821803
EXCHANGE ST,EXCHANGE,R-VA053SC02276NB,SC-2276N (Loudoun County),2800,,280.0,Low,1418101200000,R,39.04296097829376,-77.45321955925336
LOUDOUN COUNTY PKWY,LOUDOUN COUNTY,R-VA   US00050WB,US-50W,60000,63000.0,6000.0,Very High,1641013200000,G,38.9342628973827,-77.51851477797364
LOUDOUN COUNTY PKWY,LOUDOUN COUNTY,R-VA053SC00606WB,SC-606W (Loudoun County),48000,51000.0,4800.0,Very High,1641013200000,G,38.938964901226804,-77.51855827542195
LOUDOUN COUNTY PKWY,LOUDOUN COUNTY,R-VA   US00050WB,US-50W,56000,60000.0,5600.0,Very High,1641013200000,G,38.934283017574806,-77.51874571333727
DULLES WEST BLVD,DULLES WEST,R-VA053SC00606WB,SC-606W (Loudoun County),48000,51000.0,4800.0,Very High,1641013200000,G,38.93898794949081,-77.51844145312808
DULLES WEST BLVD,DULLES WEST,R-VA053SC00606WB,SC-606W (Loudoun County),48000,51000.0,4800.0,Very High,1641013200000,G,38.938914723574,-77.51843892164672
CROSON LN,CROSON,R-VA053SC03095NB,SC-3095N (Loudoun County),5600,5600.0,560.0,Moderate,1392699600000,R,39.00233486831695,-77.51334845213944
WILLINGTON SQ,WILLINGTON,R-VA053SC00772WB,SC-772W (Loudoun County),14000,15000.0,1400.0,Moderate,1641013200000,G,38.989979907958286,-77.50710950326584
TRADE WEST DR,TRADE WEST,R-VA053SC00621NB,SC-621N (Loudoun County),8600,9100.0,860.0,Moderate,1641013200000,G,38.95103967758006,-77.52869709286362
WAXPOOL RD,WAXPOOL,R-VA053SC00640EB,SC-640E (Loudoun County),7900,8400.0,790.0,Moderate,1641013200000,G,39.014787694554585,-77.47088676019874
